warehouseCode,productCode,productLine,buyPrice,quantityInStock,investmentValue,priceEach,quantitySold,lineRevenue,grossRevenue
a,S18_1662,Planes,77.27,5330,411849.10,134.04,36,134.04,4825.44
a,S18_1662,Planes,77.27,5330,411849.10,151.38,43,151.38,6509.34
a,S18_1662,Planes,77.27,5330,411849.10,141.92,95,425.76,40447.20
a,S18_1662,Planes,77.27,5330,411849.10,126.15,82,252.30,20688.60
a,S18_1662,Planes,77.27,5330,411849.10,138.77,38,138.77,5273.26
a,S18_1662,Planes,77.27,5330,411849.10,127.73,42,127.73,5364.66
a,S18_1662,Planes,77.27,5330,411849.10,137.19,167,548.76,91642.92
a,S18_1662,Planes,77.27,5330,411849.10,149.81,42,149.81,6292.02
a,S18_1662,Planes,77.27,5330,411849.10,146.65,86,293.30,25223.80
a,S18_1662,Planes,77.27,5330,411849.10,148.23,45,148.23,6670.35
a,S18_1662,Planes,77.27,5330,411849.10,157.69,49,157.69,7726.81
a,S18_1662,Planes,77.27,5330,411849.10,129.31,99,387.93,38405.07
a,S18_1662,Planes,77.27,5330,411849.10,135.61,39,135.61,5288.79
a,S18_1662,Planes,77.27,5330,411849.10,140.34,27,140.34,3789.18
a,S18_1662,Planes,77.27,5330,411849.10,154.54,25,154.54,3863.50
a,S18_1662,Planes,77.27,5330,411849.10,143.50,67,287.00,19229.00
a,S18_1662,Planes,77.27,5330,411849.10,130.88,58,261.76,15182.08
c,S18_1749,"Vintage Cars",86.70,2724,236170.80,136.00,56,272.00,15232.00
c,S18_1749,"Vintage Cars",86.70,2724,236170.80,153.00,195,918.00,179010.00
c,S18_1749,"Vintage Cars",86.70,2724,236170.80,149.60,33,149.60,4936.80
c,S18_1749,"Vintage Cars",86.70,2724,236170.80,156.40,73,312.80,22834.40
c,S18_1749,"Vintage Cars",86.70,2724,236170.80,141.10,105,282.20,29631.00
c,S18_1749,"Vintage Cars",86.70,2724,236170.80,168.30,101,504.90,50994.90
c,S18_1749,"Vintage Cars",86.70,2724,236170.80,159.80,44,159.80,7031.20
c,S18_1749,"Vintage Cars",86.70,2724,236170.80,166.60,73,333.20,24323.60
c,S18_1749,"Vintage Cars",86.70,2724,236170.80,137.70,49,137.70,6747.30
c,S18_1749,"Vintage Cars",86.70,2724,236170.80,164.90,34,164.90,5606.60
c,S18_1749,"Vintage Cars",86.70,2724,236170.80,161.50,26,161.50,4199.00
c,S18_1749,"Vintage Cars",86.70,2724,236170.80,146.20,48,146.20,7017.60
c,S18_1749,"Vintage Cars",86.70,2724,236170.80,154.70,44,154.70,6806.80
c,S18_1749,"Vintage Cars",86.70,2724,236170.80,144.50,37,144.50,5346.50
b,S18_1889,"Classic Cars",53.90,8826,475721.40,67.76,100,203.28,20328.00
b,S18_1889,"Classic Cars",53.90,8826,475721.40,62.37,43,62.37,2681.91
b,S18_1889,"Classic Cars",53.90,8826,475721.40,66.99,68,133.98,9110.64
b,S18_1889,"Classic Cars",53.90,8826,475721.40,70.84,109,212.52,23164.68
b,S18_1889,"Classic Cars",53.90,8826,475721.40,70.07,66,140.14,9249.24
b,S18_1889,"Classic Cars",53.90,8826,475721.40,74.69,22,74.69,1643.18
b,S18_1889,"Classic Cars",53.90,8826,475721.40,73.15,74,146.30,10826.20
b,S18_1889,"Classic Cars",53.90,8826,475721.40,64.68,20,64.68,1293.60
b,S18_1889,"Classic Cars",53.90,8826,475721.40,71.61,47,71.61,3365.67
b,S18_1889,"Classic Cars",53.90,8826,475721.40,77.00,33,77.00,2541.00
b,S18_1889,"Classic Cars",53.90,8826,475721.40,61.60,97,184.80,17925.60
b,S18_1889,"Classic Cars",53.90,8826,475721.40,63.14,96,126.28,12122.88
b,S18_1889,"Classic Cars",53.90,8826,475721.40,73.92,37,73.92,2735.04
b,S18_1889,"Classic Cars",53.90,8826,475721.40,66.22,29,66.22,1920.38
b,S18_1889,"Classic Cars",53.90,8826,475721.40,76.23,21,76.23,1600.83
b,S18_1889,"Classic Cars",53.90,8826,475721.40,63.91,49,63.91,3131.59
b,S18_1889,"Classic Cars",53.90,8826,475721.40,72.38,61,72.38,4415.18
b,S18_1984,"Classic Cars",93.89,9772,917493.08,137.98,38,137.98,5243.24
b,S18_1984,"Classic Cars",93.89,9772,917493.08,113.80,31,113.80,3527.80
b,S18_1984,"Classic Cars",93.89,9772,917493.08,120.91,36,120.91,4352.76
b,S18_1984,"Classic Cars",93.89,9772,917493.08,136.56,62,273.12,16933.44
b,S18_1984,"Classic Cars",93.89,9772,917493.08,139.41,97,278.82,27045.54
b,S18_1984,"Classic Cars",93.89,9772,917493.08,128.03,82,256.06,20996.92
b,S18_1984,"Classic Cars",93.89,9772,917493.08,129.45,69,388.35,26796.15
b,S18_1984,"Classic Cars",93.89,9772,917493.08,133.72,161,534.88,86115.68
b,S18_1984,"Classic Cars",93.89,9772,917493.08,130.87,60,261.74,15704.40
b,S18_1984,"Classic Cars",93.89,9772,917493.08,118.07,29,118.07,3424.03
b,S18_1984,"Classic Cars",93.89,9772,917493.08,123.76,24,123.76,2970.24
b,S18_1984,"Classic Cars",93.89,9772,917493.08,119.49,47,119.49,5616.03
b,S18_1984,"Classic Cars",93.89,9772,917493.08,142.25,25,142.25,3556.25
b,S18_1984,"Classic Cars",93.89,9772,917493.08,135.14,30,135.14,4054.20
b,S18_1984,"Classic Cars",93.89,9772,917493.08,115.22,22,115.22,2534.84
b,S18_1984,"Classic Cars",93.89,9772,917493.08,116.65,34,116.65,3966.10
b,S18_1984,"Classic Cars",93.89,9772,917493.08,125.18,36,125.18,4506.48
b,S18_1984,"Classic Cars",93.89,9772,917493.08,132.29,34,132.29,4497.86
b,S18_2238,"Classic Cars",101.51,4724,479533.24,135.90,66,271.80,17938.80
b,S18_2238,"Classic Cars",101.51,4724,479533.24,140.81,161,563.24,90681.64
b,S18_2238,"Classic Cars",101.51,4724,479533.24,160.46,89,481.38,42842.82
b,S18_2238,"Classic Cars",101.51,4724,479533.24,152.27,43,152.27,6547.61
b,S18_2238,"Classic Cars",101.51,4724,479533.24,134.26,59,268.52,15842.68
b,S18_2238,"Classic Cars",101.51,4724,479533.24,139.17,47,278.34,13081.98
b,S18_2238,"Classic Cars",101.51,4724,479533.24,145.72,46,145.72,6703.12
b,S18_2238,"Classic Cars",101.51,4724,479533.24,132.62,70,265.24,18566.80
b,S18_2238,"Classic Cars",101.51,4724,479533.24,153.91,98,307.82,30166.36
b,S18_2238,"Classic Cars",101.51,4724,479533.24,144.08,40,144.08,5763.20
b,S18_2238,"Classic Cars",101.51,4724,479533.24,147.36,101,442.08,44650.08
b,S18_2238,"Classic Cars",101.51,4724,479533.24,142.45,105,427.35,44871.75
b,S18_2238,"Classic Cars",101.51,4724,479533.24,137.53,20,137.53,2750.60
b,S18_2238,"Classic Cars",101.51,4724,479533.24,150.63,41,150.63,6175.83
c,S18_2248,"Vintage Cars",33.30,540,17982.00,55.09,112,165.27,18510.24
c,S18_2248,"Vintage Cars",33.30,540,17982.00,51.46,54,102.92,5557.68
c,S18_2248,"Vintage Cars",33.30,540,17982.00,58.12,84,116.24,9764.16
c,S18_2248,"Vintage Cars",33.30,540,17982.00,50.85,51,101.70,5186.70
c,S18_2248,"Vintage Cars",33.30,540,17982.00,53.28,73,159.84,11668.32
c,S18_2248,"Vintage Cars",33.30,540,17982.00,54.49,38,54.49,2070.62
c,S18_2248,"Vintage Cars",33.30,540,17982.00,60.54,73,121.08,8838.84
c,S18_2248,"Vintage Cars",33.30,540,17982.00,59.33,23,59.33,1364.59
c,S18_2248,"Vintage Cars",33.30,540,17982.00,59.93,28,59.93,1678.04
c,S18_2248,"Vintage Cars",33.30,540,17982.00,55.70,33,55.70,1838.10
c,S18_2248,"Vintage Cars",33.30,540,17982.00,50.25,73,100.50,7336.50
c,S18_2248,"Vintage Cars",33.30,540,17982.00,56.91,46,56.91,2617.86
c,S18_2248,"Vintage Cars",33.30,540,17982.00,48.43,30,48.43,1452.90
c,S18_2248,"Vintage Cars",33.30,540,17982.00,53.88,38,53.88,2047.44
c,S18_2248,"Vintage Cars",33.30,540,17982.00,49.04,40,49.04,1961.60
c,S18_2248,"Vintage Cars",33.30,540,17982.00,52.06,36,52.06,1874.16
d,S18_2319,"Trucks and Buses",74.86,8258,618193.88,122.73,29,122.73,3559.17
d,S18_2319,"Trucks and Buses",74.86,8258,618193.88,106.78,88,213.56,18793.28
d,S18_2319,"Trucks and Buses",74.86,8258,618193.88,114.14,93,228.28,21230.04
d,S18_2319,"Trucks and Buses",74.86,8258,618193.88,103.09,88,206.18,18143.84
d,S18_2319,"Trucks and Buses",74.86,8258,618193.88,120.28,136,360.84,49074.24
d,S18_2319,"Trucks and Buses",74.86,8258,618193.88,101.87,70,203.74,14261.80
d,S18_2319,"Trucks and Buses",74.86,8258,618193.88,119.05,73,238.10,17381.30
d,S18_2319,"Trucks and Buses",74.86,8258,618193.88,112.91,35,112.91,3951.85
d,S18_2319,"Trucks and Buses",74.86,8258,618193.88,109.23,72,218.46,15729.12
d,S18_2319,"Trucks and Buses",74.86,8258,618193.88,110.46,22,110.46,2430.12
d,S18_2319,"Trucks and Buses",74.86,8258,618193.88,104.32,64,208.64,13352.96
d,S18_2319,"Trucks and Buses",74.86,8258,618193.88,100.64,22,100.64,2214.08
d,S18_2319,"Trucks and Buses",74.86,8258,618193.88,121.50,50,121.50,6075.00
d,S18_2319,"Trucks and Buses",74.86,8258,618193.88,117.82,112,353.46,39587.52
d,S18_2319,"Trucks and Buses",74.86,8258,618193.88,105.55,33,105.55,3483.15
d,S18_2319,"Trucks and Buses",74.86,8258,618193.88,108.00,46,108.00,4968.00
d,S18_2319,"Trucks and Buses",74.86,8258,618193.88,99.41,20,99.41,1988.20
c,S18_2325,"Vintage Cars",58.48,9354,547021.92,108.06,25,108.06,2701.50
c,S18_2325,"Vintage Cars",58.48,9354,547021.92,115.69,77,231.38,17816.26
c,S18_2325,"Vintage Cars",58.48,9354,547021.92,111.87,120,335.61,40273.20
c,S18_2325,"Vintage Cars",58.48,9354,547021.92,114.42,38,114.42,4347.96
c,S18_2325,"Vintage Cars",58.48,9354,547021.92,125.86,60,251.72,15103.20
c,S18_2325,"Vintage Cars",58.48,9354,547021.92,113.15,38,113.15,4299.70
c,S18_2325,"Vintage Cars",58.48,9354,547021.92,127.13,31,127.13,3941.03
c,S18_2325,"Vintage Cars",58.48,9354,547021.92,105.52,20,105.52,2110.40
c,S18_2325,"Vintage Cars",58.48,9354,547021.92,119.50,66,239.00,15774.00
c,S18_2325,"Vintage Cars",58.48,9354,547021.92,118.23,76,236.46,17970.96
c,S18_2325,"Vintage Cars",58.48,9354,547021.92,102.98,127,411.92,52313.84
c,S18_2325,"Vintage Cars",58.48,9354,547021.92,124.59,77,249.18,19186.86
c,S18_2325,"Vintage Cars",58.48,9354,547021.92,109.33,37,109.33,4045.21
c,S18_2325,"Vintage Cars",58.48,9354,547021.92,120.77,50,120.77,6038.50
c,S18_2325,"Vintage Cars",58.48,9354,547021.92,116.96,80,233.92,18713.60
c,S18_2325,"Vintage Cars",58.48,9354,547021.92,106.79,29,106.79,3096.91
c,S18_2325,"Vintage Cars",58.48,9354,547021.92,104.25,6,104.25,625.50
d,S18_2432,"Trucks and Buses",24.92,2018,50288.56,58.34,96,175.02,16801.92
d,S18_2432,"Trucks and Buses",24.92,2018,50288.56,53.48,73,106.96,7808.08
d,S18_2432,"Trucks and Buses",24.92,2018,50288.56,51.05,184,204.20,37572.80
d,S18_2432,"Trucks and Buses",24.92,2018,50288.56,60.77,147,243.08,35732.76
d,S18_2432,"Trucks and Buses",24.92,2018,50288.56,59.55,96,178.65,17150.40
d,S18_2432,"Trucks and Buses",24.92,2018,50288.56,57.73,74,115.46,8544.04
d,S18_2432,"Trucks and Buses",24.92,2018,50288.56,56.52,29,56.52,1639.08
d,S18_2432,"Trucks and Buses",24.92,2018,50288.56,52.26,26,52.26,1358.76
d,S18_2432,"Trucks and Buses",24.92,2018,50288.56,58.95,82,117.90,9667.80
d,S18_2432,"Trucks and Buses",24.92,2018,50288.56,52.87,68,105.74,7190.32
d,S18_2432,"Trucks and Buses",24.92,2018,50288.56,57.12,35,57.12,1999.20
d,S18_2432,"Trucks and Buses",24.92,2018,50288.56,60.16,22,60.16,1323.52
d,S18_2432,"Trucks and Buses",24.92,2018,50288.56,49.83,47,49.83,2342.01
d,S18_2432,"Trucks and Buses",24.92,2018,50288.56,48.62,19,48.62,923.78
a,S18_2581,Planes,49.00,992,48608.00,81.10,34,81.10,2757.40
a,S18_2581,Planes,49.00,992,48608.00,82.79,87,248.37,21608.19
a,S18_2581,Planes,49.00,992,48608.00,80.26,49,80.26,3932.74
a,S18_2581,Planes,49.00,992,48608.00,71.81,57,143.62,8186.34
a,S18_2581,Planes,49.00,992,48608.00,69.27,33,69.27,2285.91
a,S18_2581,Planes,49.00,992,48608.00,75.19,105,225.57,23684.85
a,S18_2581,Planes,49.00,992,48608.00,70.12,80,140.24,11219.20
a,S18_2581,Planes,49.00,992,48608.00,74.34,73,148.68,10853.64
a,S18_2581,Planes,49.00,992,48608.00,68.43,122,205.29,25045.38
a,S18_2581,Planes,49.00,992,48608.00,67.58,80,135.16,10812.80
a,S18_2581,Planes,49.00,992,48608.00,81.95,107,327.80,35074.60
a,S18_2581,Planes,49.00,992,48608.00,84.48,27,84.48,2280.96
a,S18_2581,Planes,49.00,992,48608.00,79.41,27,79.41,2144.07
a,S18_2581,Planes,49.00,992,48608.00,72.65,21,72.65,1525.65
a,S18_2581,Planes,49.00,992,48608.00,70.96,15,70.96,1064.40
a,S18_2625,Motorcycles,24.23,4357,105570.11,52.70,82,158.10,12964.20
a,S18_2625,Motorcycles,24.23,4357,105570.11,57.54,46,57.54,2646.84
a,S18_2625,Motorcycles,24.23,4357,105570.11,51.48,142,205.92,29240.64
a,S18_2625,Motorcycles,24.23,4357,105570.11,49.06,74,98.12,7260.88
a,S18_2625,Motorcycles,24.23,4357,105570.11,48.46,141,242.30,34164.30
a,S18_2625,Motorcycles,24.23,4357,105570.11,52.09,108,156.27,16877.16
a,S18_2625,Motorcycles,24.23,4357,105570.11,58.75,64,117.50,7520.00
a,S18_2625,Motorcycles,24.23,4357,105570.11,58.15,99,116.30,11513.70
a,S18_2625,Motorcycles,24.23,4357,105570.11,50.27,34,50.27,1709.18
a,S18_2625,Motorcycles,24.23,4357,105570.11,50.88,20,50.88,1017.60
a,S18_2625,Motorcycles,24.23,4357,105570.11,60.57,32,60.57,1938.24
a,S18_2625,Motorcycles,24.23,4357,105570.11,49.67,42,49.67,2086.14
a,S18_2625,Motorcycles,24.23,4357,105570.11,55.72,38,55.72,2117.36
a,S18_2625,Motorcycles,24.23,4357,105570.11,53.91,23,53.91,1239.93
c,S18_2795,"Vintage Cars",72.56,548,39762.88,167.06,134,668.24,89544.16
c,S18_2795,"Vintage Cars",72.56,548,39762.88,163.69,31,163.69,5074.39
c,S18_2795,"Vintage Cars",72.56,548,39762.88,138.38,98,415.14,40683.72
c,S18_2795,"Vintage Cars",72.56,548,39762.88,151.88,41,151.88,6227.08
c,S18_2795,"Vintage Cars",72.56,548,39762.88,156.94,69,313.88,21657.72
c,S18_2795,"Vintage Cars",72.56,548,39762.88,140.06,54,280.12,15126.48
c,S18_2795,"Vintage Cars",72.56,548,39762.88,135.00,45,270.00,12150.00
c,S18_2795,"Vintage Cars",72.56,548,39762.88,143.44,22,143.44,3155.68
c,S18_2795,"Vintage Cars",72.56,548,39762.88,146.81,29,146.81,4257.49
c,S18_2795,"Vintage Cars",72.56,548,39762.88,141.75,106,425.25,45076.50
c,S18_2795,"Vintage Cars",72.56,548,39762.88,148.50,35,148.50,5197.50
c,S18_2795,"Vintage Cars",72.56,548,39762.88,158.63,88,475.89,41878.32
c,S18_2795,"Vintage Cars",72.56,548,39762.88,150.19,25,150.19,3754.75
c,S18_2795,"Vintage Cars",72.56,548,39762.88,136.69,21,136.69,2870.49
c,S18_2795,"Vintage Cars",72.56,548,39762.88,162.00,26,162.00,4212.00
c,S18_2795,"Vintage Cars",72.56,548,39762.88,145.13,56,145.13,8127.28
b,S18_2870,"Classic Cars",56.76,8164,463388.64,126.72,97,380.16,36875.52
b,S18_2870,"Classic Cars",56.76,8164,463388.64,114.84,170,459.36,78091.20
b,S18_2870,"Classic Cars",56.76,8164,463388.64,110.88,75,221.76,16632.00
b,S18_2870,"Classic Cars",56.76,8164,463388.64,113.52,98,454.08,44499.84
b,S18_2870,"Classic Cars",56.76,8164,463388.64,125.40,47,250.80,11787.60
b,S18_2870,"Classic Cars",56.76,8164,463388.64,117.48,118,352.44,41587.92
b,S18_2870,"Classic Cars",56.76,8164,463388.64,130.68,53,261.36,13852.08
b,S18_2870,"Classic Cars",56.76,8164,463388.64,106.92,27,106.92,2886.84
b,S18_2870,"Classic Cars",56.76,8164,463388.64,118.80,25,118.80,2970.00
b,S18_2870,"Classic Cars",56.76,8164,463388.64,105.60,49,105.60,5174.40
b,S18_2870,"Classic Cars",56.76,8164,463388.64,132.00,41,132.00,5412.00
b,S18_2870,"Classic Cars",56.76,8164,463388.64,116.16,55,116.16,6388.80
c,S18_2949,"Vintage Cars",60.78,4189,254607.42,92.19,77,184.38,14197.26
c,S18_2949,"Vintage Cars",60.78,4189,254607.42,85.10,23,85.10,1957.30
c,S18_2949,"Vintage Cars",60.78,4189,254607.42,93.21,125,279.63,34953.75
c,S18_2949,"Vintage Cars",60.78,4189,254607.42,91.18,161,364.72,58719.92
c,S18_2949,"Vintage Cars",60.78,4189,254607.42,101.31,55,202.62,11144.10
c,S18_2949,"Vintage Cars",60.78,4189,254607.42,100.30,162,401.20,64994.40
c,S18_2949,"Vintage Cars",60.78,4189,254607.42,87.13,58,174.26,10107.08
c,S18_2949,"Vintage Cars",60.78,4189,254607.42,98.27,83,196.54,16312.82
c,S18_2949,"Vintage Cars",60.78,4189,254607.42,97.26,49,97.26,4765.74
c,S18_2949,"Vintage Cars",60.78,4189,254607.42,81.05,31,81.05,2512.55
c,S18_2949,"Vintage Cars",60.78,4189,254607.42,82.06,46,82.06,3774.76
c,S18_2949,"Vintage Cars",60.78,4189,254607.42,99.28,79,198.56,15686.24
c,S18_2949,"Vintage Cars",60.78,4189,254607.42,95.23,31,95.23,2952.13
c,S18_2949,"Vintage Cars",60.78,4189,254607.42,84.09,48,84.09,4036.32
c,S18_2949,"Vintage Cars",60.78,4189,254607.42,89.15,10,89.15,891.50
c,S18_2957,"Vintage Cars",34.35,5649,194043.15,61.84,81,123.68,10018.08
c,S18_2957,"Vintage Cars",34.35,5649,194043.15,53.09,78,159.27,12423.06
c,S18_2957,"Vintage Cars",34.35,5649,194043.15,52.47,20,52.47,1049.40
c,S18_2957,"Vintage Cars",34.35,5649,194043.15,56.21,129,224.84,29004.36
c,S18_2957,"Vintage Cars",34.35,5649,194043.15,59.96,48,59.96,2878.08
c,S18_2957,"Vintage Cars",34.35,5649,194043.15,56.84,28,56.84,1591.52
c,S18_2957,"Vintage Cars",34.35,5649,194043.15,51.22,79,102.44,8092.76
c,S18_2957,"Vintage Cars",34.35,5649,194043.15,51.84,56,103.68,5806.08
c,S18_2957,"Vintage Cars",34.35,5649,194043.15,57.46,77,114.92,8848.84
c,S18_2957,"Vintage Cars",34.35,5649,194043.15,54.96,24,54.96,1319.04
c,S18_2957,"Vintage Cars",34.35,5649,194043.15,59.34,98,118.68,11630.64
c,S18_2957,"Vintage Cars",34.35,5649,194043.15,54.34,143,217.36,31082.48
c,S18_2957,"Vintage Cars",34.35,5649,194043.15,60.59,34,60.59,2060.06
c,S18_2957,"Vintage Cars",34.35,5649,194043.15,61.21,37,61.21,2264.77
c,S18_2957,"Vintage Cars",34.35,5649,194043.15,49.97,53,49.97,2648.41
d,S18_3029,Ships,51.61,4259,219806.99,80.86,90,242.58,21832.20
d,S18_3029,Ships,51.61,4259,219806.99,74.84,76,224.52,17063.52
d,S18_3029,Ships,51.61,4259,219806.99,68.82,40,68.82,2752.80
d,S18_3029,Ships,51.61,4259,219806.99,70.54,115,211.62,24336.30
d,S18_3029,Ships,51.61,4259,219806.99,83.44,90,166.88,15019.20
d,S18_3029,Ships,51.61,4259,219806.99,69.68,67,139.36,9337.12
d,S18_3029,Ships,51.61,4259,219806.99,73.12,69,146.24,10090.56
d,S18_3029,Ships,51.61,4259,219806.99,82.58,28,82.58,2312.24
d,S18_3029,Ships,51.61,4259,219806.99,79.14,49,79.14,3877.86
d,S18_3029,Ships,51.61,4259,219806.99,84.30,125,252.90,31612.50
d,S18_3029,Ships,51.61,4259,219806.99,81.72,32,81.72,2615.04
d,S18_3029,Ships,51.61,4259,219806.99,78.28,21,78.28,1643.88
d,S18_3029,Ships,51.61,4259,219806.99,71.40,77,142.80,10995.60
d,S18_3029,Ships,51.61,4259,219806.99,72.26,21,72.26,1517.46
d,S18_3029,Ships,51.61,4259,219806.99,75.70,22,75.70,1665.40
d,S18_3029,Ships,51.61,4259,219806.99,77.42,44,77.42,3406.48
c,S18_3136,"Vintage Cars",60.74,5992,363954.08,86.92,56,173.84,9735.04
c,S18_3136,"Vintage Cars",60.74,5992,363954.08,94.25,43,94.25,4052.75
c,S18_3136,"Vintage Cars",60.74,5992,363954.08,93.20,126,372.80,46972.80
c,S18_3136,"Vintage Cars",60.74,5992,363954.08,101.58,60,203.16,12189.60
c,S18_3136,"Vintage Cars",60.74,5992,363954.08,97.39,49,194.78,9544.22
c,S18_3136,"Vintage Cars",60.74,5992,363954.08,90.06,117,360.24,42148.08
c,S18_3136,"Vintage Cars",60.74,5992,363954.08,102.63,59,205.26,12110.34
c,S18_3136,"Vintage Cars",60.74,5992,363954.08,89.01,49,89.01,4361.49
c,S18_3136,"Vintage Cars",60.74,5992,363954.08,100.53,71,201.06,14275.26
c,S18_3136,"Vintage Cars",60.74,5992,363954.08,85.87,67,171.74,11506.58
c,S18_3136,"Vintage Cars",60.74,5992,363954.08,83.78,37,83.78,3099.86
c,S18_3136,"Vintage Cars",60.74,5992,363954.08,95.30,45,95.30,4288.50
c,S18_3136,"Vintage Cars",60.74,5992,363954.08,104.72,44,104.72,4607.68
c,S18_3136,"Vintage Cars",60.74,5992,363954.08,103.67,29,103.67,3006.43
c,S18_3136,"Vintage Cars",60.74,5992,363954.08,84.82,34,84.82,2883.88
c,S18_3136,"Vintage Cars",60.74,5992,363954.08,98.44,21,98.44,2067.24
c,S18_3140,"Vintage Cars",68.30,3913,267257.90,136.59,65,273.18,17756.70
c,S18_3140,"Vintage Cars",68.30,3913,267257.90,121.57,58,243.14,14102.12
c,S18_3140,"Vintage Cars",68.30,3913,267257.90,120.20,41,120.20,4928.20
c,S18_3140,"Vintage Cars",68.30,3913,267257.90,129.76,100,389.28,38928.00
c,S18_3140,"Vintage Cars",68.30,3913,267257.90,125.66,55,251.32,13822.60
c,S18_3140,"Vintage Cars",68.30,3913,267257.90,113.37,23,113.37,2607.51
c,S18_3140,"Vintage Cars",68.30,3913,267257.90,124.30,28,124.30,3480.40
c,S18_3140,"Vintage Cars",68.30,3913,267257.90,127.03,49,127.03,6224.47
c,S18_3140,"Vintage Cars",68.30,3913,267257.90,117.47,64,234.94,15036.16
c,S18_3140,"Vintage Cars",68.30,3913,267257.90,133.86,87,401.58,34937.46
c,S18_3140,"Vintage Cars",68.30,3913,267257.90,122.93,72,245.86,17701.92
c,S18_3140,"Vintage Cars",68.30,3913,267257.90,110.64,24,110.64,2655.36
c,S18_3140,"Vintage Cars",68.30,3913,267257.90,114.74,56,229.48,12850.88
c,S18_3140,"Vintage Cars",68.30,3913,267257.90,135.22,92,270.44,24880.48
c,S18_3140,"Vintage Cars",68.30,3913,267257.90,131.13,28,131.13,3671.64
c,S18_3140,"Vintage Cars",68.30,3913,267257.90,128.39,41,128.39,5263.99
b,S18_3232,"Classic Cars",77.90,8347,650231.30,165.95,125,663.80,82975.00
b,S18_3232,"Classic Cars",77.90,8347,650231.30,160.87,83,321.74,26704.42
b,S18_3232,"Classic Cars",77.90,8347,650231.30,169.34,136,677.36,92120.96
b,S18_3232,"Classic Cars",77.90,8347,650231.30,137.17,175,823.02,144028.50
b,S18_3232,"Classic Cars",77.90,8347,650231.30,149.02,22,149.02,3278.44
b,S18_3232,"Classic Cars",77.90,8347,650231.30,143.94,130,575.76,74848.80
b,S18_3232,"Classic Cars",77.90,8347,650231.30,167.65,120,670.60,80472.00
b,S18_3232,"Classic Cars",77.90,8347,650231.30,140.55,73,421.65,30780.45
b,S18_3232,"Classic Cars",77.90,8347,650231.30,154.10,81,308.20,24964.20
b,S18_3232,"Classic Cars",77.90,8347,650231.30,150.71,79,301.42,23812.18
b,S18_3232,"Classic Cars",77.90,8347,650231.30,147.33,141,589.32,83094.12
b,S18_3232,"Classic Cars",77.90,8347,650231.30,157.49,130,472.47,61421.10
b,S18_3232,"Classic Cars",77.90,8347,650231.30,155.79,87,311.58,27107.46
b,S18_3232,"Classic Cars",77.90,8347,650231.30,152.41,61,304.82,18594.02
b,S18_3232,"Classic Cars",77.90,8347,650231.30,162.57,43,162.57,6990.51
b,S18_3232,"Classic Cars",77.90,8347,650231.30,135.47,117,541.88,63399.96
b,S18_3232,"Classic Cars",77.90,8347,650231.30,145.63,76,291.26,22135.76
b,S18_3232,"Classic Cars",77.90,8347,650231.30,159.18,48,159.18,7640.64
b,S18_3232,"Classic Cars",77.90,8347,650231.30,164.26,81,328.52,26610.12
d,S18_3259,Trains,67.56,6450,435762.00,87.73,85,175.46,14914.10
d,S18_3259,Trains,67.56,6450,435762.00,81.68,56,163.36,9148.16
d,S18_3259,Trains,67.56,6450,435762.00,80.67,41,80.67,3307.47
d,S18_3259,Trains,67.56,6450,435762.00,95.80,64,191.60,12262.40
d,S18_3259,Trains,67.56,6450,435762.00,82.69,29,82.69,2398.01
d,S18_3259,Trains,67.56,6450,435762.00,84.71,73,169.42,12367.66
d,S18_3259,Trains,67.56,6450,435762.00,92.77,58,185.54,10761.32
d,S18_3259,Trains,67.56,6450,435762.00,94.79,151,379.16,57253.16
d,S18_3259,Trains,67.56,6450,435762.00,96.81,48,96.81,4646.88
d,S18_3259,Trains,67.56,6450,435762.00,89.75,23,89.75,2064.25
d,S18_3259,Trains,67.56,6450,435762.00,97.81,48,97.81,4694.88
d,S18_3259,Trains,67.56,6450,435762.00,88.74,36,88.74,3194.64
d,S18_3259,Trains,67.56,6450,435762.00,91.76,71,275.28,19544.88
d,S18_3259,Trains,67.56,6450,435762.00,83.70,66,167.40,11048.40
d,S18_3259,Trains,67.56,6450,435762.00,100.84,21,100.84,2117.64
d,S18_3259,Trains,67.56,6450,435762.00,85.71,48,85.71,4114.08
b,S18_3278,"Classic Cars",49.05,1917,94028.85,73.17,91,219.51,19975.41
b,S18_3278,"Classic Cars",49.05,1917,94028.85,69.15,103,207.45,21367.35
b,S18_3278,"Classic Cars",49.05,1917,94028.85,65.94,94,131.88,12396.72
b,S18_3278,"Classic Cars",49.05,1917,94028.85,74.78,101,224.34,22658.34
b,S18_3278,"Classic Cars",49.05,1917,94028.85,66.74,76,200.22,15216.72
b,S18_3278,"Classic Cars",49.05,1917,94028.85,65.13,70,130.26,9118.20
b,S18_3278,"Classic Cars",49.05,1917,94028.85,75.59,76,151.18,11489.68
b,S18_3278,"Classic Cars",49.05,1917,94028.85,69.96,37,69.96,2588.52
b,S18_3278,"Classic Cars",49.05,1917,94028.85,68.35,84,136.70,11482.80
b,S18_3278,"Classic Cars",49.05,1917,94028.85,78.00,38,78.00,2964.00
b,S18_3278,"Classic Cars",49.05,1917,94028.85,70.76,43,141.52,6085.36
b,S18_3278,"Classic Cars",49.05,1917,94028.85,77.19,46,77.19,3550.74
b,S18_3278,"Classic Cars",49.05,1917,94028.85,76.39,25,76.39,1909.75
